Wall time,Step,Value
1551297392.4404964,5,0.0
1551297393.436832,15,0.019999999552965164
1551297393.7101014,18,0.029999999329447746
1551297394.3643515,24,0.019999999552965164
1551297395.905231,40,0.03999999910593033
1551297396.1844842,42,0.009999999776482582
1551297396.3650014,44,0.009999999776482582
1551297396.4547613,45,0.009999999776482582
1551297396.6342814,47,0.0
1551297397.2775614,53,0.029999999329447746
1551297397.3683188,54,0.019999999552965164
1551297397.5488358,56,0.019999999552965164
1551297398.4594007,65,0.03999999910593033
1551297399.0956993,71,0.029999999329447746
1551297399.1864567,72,0.029999999329447746
1551297399.2762163,73,0.05000000074505806
1551297399.3669736,74,0.019999999552965164
1551297399.821757,79,0.019999999552965164
1551297400.6565254,87,0.07000000029802322
1551297401.3855758,94,0.07000000029802322
1551297402.207378,102,0.07000000029802322
1551297402.477655,105,0.019999999552965164
1551297402.5684123,106,0.03999999910593033
1551297403.297463,113,0.029999999329447746
1551297403.7492547,118,0.05000000074505806
1551297404.5720546,126,0.009999999776482582
1551297404.843329,129,0.10000000149011612
1551297404.9340863,130,0.05000000074505806
1551297405.8476431,139,0.03999999910593033
1551297406.122907,141,0.10999999940395355
1551297406.2136645,142,0.07999999821186066
1551297406.939723,150,0.05999999865889549
1551297407.488256,155,0.11999999731779099
1551297407.7595308,158,0.10999999940395355
1551297408.6730876,167,0.03999999910593033
1551297408.7638445,168,0.07999999821186066
1551297409.6754072,177,0.03999999910593033
1551297409.7661645,178,0.10000000149011612
1551297410.3326495,183,0.14000000059604645
1551297410.5141642,185,0.09000000357627869
1551297410.605919,186,0.11999999731779099
1551297410.9699454,190,0.12999999523162842
1551297411.7887557,198,0.11999999731779099
1551297412.611555,206,0.09000000357627869
1551297412.7013154,207,0.05999999865889549
1551297412.7920728,208,0.10999999940395355
1551297413.2558324,212,0.05000000074505806
1551297414.3538957,223,0.09000000357627869
1551297414.8974423,229,0.11999999731779099
1551297415.4469726,234,0.11999999731779099
1551297415.7202423,237,0.05999999865889549
1551297416.905074,249,0.07000000029802322
1551297417.5473561,255,0.10000000149011612
1551297418.0071266,260,0.10000000149011612
1551297418.3781345,263,0.10000000149011612
1551297418.7401662,267,0.1599999964237213
1551297419.2029285,271,0.15000000596046448
1551297419.3844433,273,0.09000000357627869
1551297421.3023145,292,0.2199999988079071
1551297421.759093,297,0.10999999940395355
1551297421.8498504,298,0.05999999865889549
1551297422.3983836,303,0.14000000059604645
1551297422.76241,307,0.1599999964237213
1551297422.8551621,308,0.10000000149011612
1551297423.037674,310,0.10000000149011612
1551297423.858479,318,0.12999999523162842
1551297423.9492362,319,0.17000000178813934
1551297424.5935133,325,0.17000000178813934
1551297424.6832733,326,0.15000000596046448
1551297424.7740307,327,0.12999999523162842
1551297425.0472996,330,0.12999999523162842
1551297425.963849,339,0.12999999523162842
1551297426.8065953,347,0.09000000357627869
1551297428.4511971,363,0.1899999976158142
1551297428.8142262,367,0.20999999344348907
1551297429.4585035,373,0.11999999731779099
1551297429.8205357,377,0.10999999940395355
1551297430.0020502,379,0.18000000715255737
1551297431.3055642,391,0.1599999964237213
1551297431.3983161,392,0.12999999523162842
1551297432.9511633,408,0.14000000059604645
1551297434.3254883,421,0.20999999344348907
1551297434.4162457,422,0.23999999463558197
1551297434.5977602,424,0.12999999523162842
1551297435.147291,430,0.2199999988079071
1551297436.0608475,439,0.1599999964237213
1551297436.341098,441,0.10000000149011612
1551297436.4318554,442,0.18000000715255737
1551297436.7041276,445,0.11999999731779099
1551297437.343418,451,0.18000000715255737
1551297438.164223,460,0.1599999964237213
1551297438.533236,463,0.20000000298023224
1551297438.6249907,464,0.12999999523162842
1551297439.5425372,473,0.10999999940395355
1551297439.6342916,474,0.14000000059604645
1551297441.0983763,489,0.18000000715255737
1551297441.380622,491,0.17000000178813934
1551297441.5621364,493,0.20000000298023224
1551297442.930477,507,0.18000000715255737
1551297443.4829996,512,0.23999999463558197
