Wall time,Step,Value
1551297392.4404964,5,5.263629913330078
1551297393.436832,15,5.237543106079102
1551297393.7101014,18,5.243312358856201
1551297394.3643515,24,5.2250657081604
1551297395.905231,40,5.2129950523376465
1551297396.1844842,42,5.207633018493652
1551297396.3650014,44,5.212794303894043
1551297396.4547613,45,5.223230361938477
1551297396.6342814,47,5.2079267501831055
1551297397.2775614,53,5.190839767456055
1551297397.3683188,54,5.187183380126953
1551297397.5488358,56,5.2043633460998535
1551297398.4594007,65,5.141459941864014
1551297399.0956993,71,5.174309730529785
1551297399.1864567,72,5.17283821105957
1551297399.2762163,73,5.147866249084473
1551297399.3669736,74,5.16799259185791
1551297399.821757,79,5.182781219482422
1551297400.6565254,87,5.100887298583984
1551297401.3855758,94,5.148369312286377
1551297402.207378,102,5.095300674438477
1551297402.477655,105,5.130155563354492
1551297402.5684123,106,5.125905990600586
1551297403.297463,113,5.113238334655762
1551297403.7492547,118,5.089661598205566
1551297404.5720546,126,5.078736782073975
1551297404.843329,129,5.079546928405762
1551297404.9340863,130,5.07477331161499
1551297405.8476431,139,5.0802178382873535
1551297406.122907,141,5.064327239990234
1551297406.2136645,142,5.047689914703369
1551297406.939723,150,5.051105499267578
1551297407.488256,155,5.025564670562744
1551297407.7595308,158,5.0122175216674805
1551297408.6730876,167,5.067837238311768
1551297408.7638445,168,5.004083633422852
1551297409.6754072,177,5.024060249328613
1551297409.7661645,178,4.997800827026367
1551297410.3326495,183,5.000889778137207
1551297410.5141642,185,5.002541542053223
1551297410.605919,186,5.012722015380859
1551297410.9699454,190,4.986743927001953
1551297411.7887557,198,4.992528915405273
1551297412.611555,206,4.9879231452941895
1551297412.7013154,207,4.977736949920654
1551297412.7920728,208,4.960517406463623
1551297413.2558324,212,4.963542938232422
1551297414.3538957,223,4.956000804901123
1551297414.8974423,229,4.935377597808838
1551297415.4469726,234,4.8991241455078125
1551297415.7202423,237,4.955756664276123
1551297416.905074,249,4.890611171722412
1551297417.5473561,255,4.909982681274414
1551297418.0071266,260,4.8727922439575195
1551297418.3781345,263,4.908542633056641
1551297418.7401662,267,4.886141777038574
1551297419.2029285,271,4.899646282196045
1551297419.3844433,273,4.879777908325195
1551297421.3023145,292,4.798550128936768
1551297421.759093,297,4.827418327331543
1551297421.8498504,298,4.919134616851807
1551297422.3983836,303,4.830205917358398
1551297422.76241,307,4.8182783126831055
1551297422.8551621,308,4.8819098472595215
1551297423.037674,310,4.858241081237793
1551297423.858479,318,4.841592311859131
1551297423.9492362,319,4.801714897155762
1551297424.5935133,325,4.808797836303711
1551297424.6832733,326,4.8261308670043945
1551297424.7740307,327,4.816378116607666
1551297425.0472996,330,4.820280075073242
1551297425.963849,339,4.827753067016602
1551297426.8065953,347,4.762917518615723
1551297428.4511971,363,4.760399341583252
1551297428.8142262,367,4.752939701080322
1551297429.4585035,373,4.791255950927734
1551297429.8205357,377,4.734550476074219
1551297430.0020502,379,4.798742294311523
1551297431.3055642,391,4.729271411895752
1551297431.3983161,392,4.720898628234863
1551297432.9511633,408,4.6891021728515625
1551297434.3254883,421,4.70004415512085
1551297434.4162457,422,4.717895984649658
1551297434.5977602,424,4.736010551452637
1551297435.147291,430,4.6475605964660645
1551297436.0608475,439,4.673083305358887
1551297436.341098,441,4.740212917327881
1551297436.4318554,442,4.669912815093994
1551297436.7041276,445,4.655976295471191
1551297437.343418,451,4.669027328491211
1551297438.164223,460,4.659377574920654
1551297438.533236,463,4.646603584289551
1551297438.6249907,464,4.662715911865234
1551297439.5425372,473,4.61562967300415
1551297439.6342916,474,4.7054219245910645
1551297441.0983763,489,4.69955587387085
1551297441.380622,491,4.643662929534912
1551297441.5621364,493,4.548166751861572
1551297442.930477,507,4.601932525634766
1551297443.4829996,512,4.612611770629883
1551297443.6655116,514,4.632684230804443
1551297443.939778,517,4.576630592346191
1551297444.7625778,525,4.58839225769043
1551297445.4038627,531,4.595522403717041
1551297445.5853772,533,4.570774078369141
1551297445.8576493,536,4.582906246185303
1551297446.500929,542,4.591474533081055
1551297446.953718,547,4.5307512283325195
1551297447.9630194,557,4.557364463806152
1551297448.1465285,559,4.462295055389404
1551297448.607296,563,4.568480491638184
1551297449.1538348,569,4.481235027313232
1551297449.6315575,573,4.578765869140625
1551297449.7223146,574,4.507165908813477
1551297450.1800904,579,4.524304389953613
1551297450.4573488,581,4.5686726570129395
1551297450.5481062,582,4.549195289611816
1551297450.7286232,584,4.574923515319824
1551297450.9101381,586,4.552100658416748
1551297451.0028899,587,4.547807693481445
